historyId,productId,date,price,curencyType
260bb637-a8a6-419e-ba80-1b07c8e9559d,7ec0a73c-6680-402c-a2b2-497ddb26343a,2020-11-19,36000.0,EUR
66a3f4ef-9d57-4bc1-b8a8-e8ec27f52c58,4142d98b-d1e3-4b8e-922d-7710684886a8,2020-11-27,47000.0,EUR
116373cb-839f-4f1c-a35f-6dd612af82d9,2f6d1bdc-28d5-4505-8ceb-e397aa6abdcf,2020-11-28,79800.0,EUR
fe189860-c392-42b9-bfba-b797d6d6b983,a619fbae-ceae-4cbf-9483-0429bc9c5216,2020-11-26,46835.0,EUR
05b625d0-9c27-4be7-aa49-9d2788cf2f53,e86f78f4-144a-453d-9a56-a0d97ca7022a,2020-11-25,38900.0,EUR
5109bfc0-c2e5-4964-a807-d0f39b12b0fd,361db544-d022-405e-a7d3-3cbd3d5da9e2,2020-11-19,35900.0,EUR
a8b39e4a-4d65-42b1-9f63-e5377932cf04,57c2154e-8114-4302-8256-b4131116f04a,2020-11-17,50400.0,EUR
81fe7965-11a1-408c-abfa-0ecc44befacb,d80d9382-dfb5-4c91-ab50-32710f0a1b46,2020-12-02,51000.0,EUR
7e0f933b-a35e-45d8-b92c-21eaceac056c,64d79e8a-40aa-4caf-ad1c-4aa8db0a89f8,2020-09-10,53400.0,EUR
e3aa3020-82bd-4c26-9849-8ba6eebda341,43dd75e4-bff3-443f-adf3-c78503c9466b,2020-12-04,45800.0,EUR
68fe073e-d4b4-49f9-9373-a0668c87865a,016c982d-1690-479c-872b-5d4e4e844e11,2020-10-30,65500.0,EUR
49ceef2d-f49d-4f69-b9ee-b69c253a6e80,d0261748-bfc0-4b7c-b397-f620f5616b6c,2020-10-07,50900.0,EUR
c5d790f9-64fe-404a-a2a1-be68288445ce,6229bbca-cac2-4971-b69c-664c08e45b26,2020-12-04,37000.0,EUR
7343e175-6403-4ad7-8428-b7dd260c06f6,6325b34c-385e-4436-b9c7-10dfd2352860,2020-11-30,45650.0,EUR
1231eec2-098b-4e48-b04b-3fddb9271ef3,69c81735-1f5d-4e2c-b5d8-2c019287ea1b,2020-11-05,90000.0,EUR
252bd715-60d3-4a18-a60e-e26a6dd695a2,6a097b55-b703-45d4-9a41-7538b04b4093,2020-07-10,68170.0,EUR
c5c408a7-0ace-47e7-bde7-f5ae30094415,4ca6c407-45e7-43e1-a3dd-1ee6e029a59c,2020-11-24,66800.0,EUR
8252e2fb-7970-4696-a8aa-220f28f3ba5a,ede74aa4-da0f-4f3e-94bd-396feb9b7144,2020-12-05,75200.0,EUR
75ac9267-1ba8-4230-be41-fd7ab78b22d1,f320a38b-c066-4502-9c7e-f4954934c2e6,2020-10-07,59500.0,EUR
18529a40-dd6e-4b33-8f47-79a3ae0cc1bb,58661e88-8283-4c30-b84b-0e7c9dd87e9d,2020-11-24,120500.0,EUR
10b495d4-d77b-426f-a955-b36f6071265d,e815b022-1c91-43fe-a092-337b543e6670,2020-12-04,32200.000000000004,EUR
d8754ebe-c93f-4b1e-8639-20be2d6de472,224826e5-dd74-4827-90f8-90157cb17f83,2020-11-24,107300.0,EUR
4a08556e-2bbb-4ae1-bec9-f8fcb8de999a,bb7b122a-d78a-4ac4-964c-04c187045985,2020-11-20,57000.0,EUR
951a9c94-9aa1-4588-b2cf-3c3cb82a714e,b8d09db6-0dd7-4f3c-859a-91b239c89204,2020-10-30,55500.0,EUR
aa2a9aed-9a26-4a61-a188-8e9a5fccbbea,e158a877-2c63-4471-b5b4-75cf3e808a48,2020-11-24,67700.0,EUR
ba11da40-d7b0-4f2d-ab5b-ef1838c390e4,2d06f15c-b1b9-406c-90ba-181425415c5f,2020-11-20,65000.0,EUR
49e22f88-88ea-4422-8ec5-d6dbbb641c4c,9539c5f0-1c4e-4652-9f28-128af5ac44a1,2020-12-05,46500.0,EUR
04c40d00-e3b9-4d8b-9c4c-10e1f4bea8fb,0c94604c-8172-4218-bd3e-580710c42c21,2020-12-05,39900.0,EUR
9534f2da-a638-4362-b7cf-ab531f10b45d,9d618642-5709-492c-ac01-9f19c157e24a,2020-11-24,72200.0,EUR
c9c56d28-2218-46e5-8d87-f0fc96d439df,30d674ad-faca-4b4e-9874-e76e74e6b0fe,2020-11-19,69000.0,EUR
d3c52e05-239b-434b-920b-69e439cc9794,7d782e77-bfc8-4e8b-8740-f6aafefcbfa9,2020-12-02,45130.0,EUR
2f40e22c-4e55-469e-a3ec-8bbf66fa8db8,7da9e751-e2b0-4865-b2b6-e313109d1cde,2020-12-02,33300.0,EUR
bcc5b8e3-e59d-4d95-964f-08eeb5d7bf0a,8e362507-8fed-478b-9cff-33f4c449736e,2020-11-20,55000.0,EUR
0410f392-1451-4593-bab7-05455e0bb1c6,6c7e5e66-86c3-41e1-a0a4-20a01952616f,2020-12-02,45450.0,EUR
9fa81fe3-b3c8-4fda-bfac-a43d551be518,5872b489-736a-4356-b2d1-1f62078cf57e,2020-12-04,48500.0,EUR
d278995f-a010-49c4-b357-0457a8999a8e,cc192c0e-89b5-47d2-b456-c97e7d9ef970,2020-11-26,48000.0,EUR
ed5b5af8-6746-4371-8d94-7945ef9fa7c3,77fc1730-1703-4e56-8b5c-552a35bde101,2020-11-26,61000.0,EUR
44c7eac5-f16b-434f-ab3e-e2ba1b0f61be,a6af6bea-a28b-4b45-a33c-9028c5806990,2020-11-18,65000.0,EUR
4b20fcef-a34b-448c-a4a3-24939175c051,0ec5a7b5-d4e1-4338-a968-60f93e8a5390,2020-11-24,47400.0,EUR
0cf216a9-d7ef-44ac-8d31-d8bb21a92830,84742089-8280-45ec-9e32-12e643ad96e4,2020-06-29,145330.0,EUR
37957ca8-81e2-403d-9cb1-ea9605bed965,b6ad8c2f-b93b-46ca-9719-d43553bdc65e,2020-07-10,116595.0,EUR
e74eb9b6-2bb5-4efc-bd04-a1b78671be6b,2003c1e5-926d-4ccd-86c8-f55c5424b65d,2020-11-30,45000.0,EUR
799d1bb9-18f3-4ded-96d3-6b54d86ab9cb,76342852-276f-43f0-803d-942b52365fa3,2020-12-04,69900.0,EUR
d041469d-a69b-497f-9c78-1ba5f9c4e235,376f6ddb-a1dd-46e2-b509-9bd5b2fd1d57,2020-11-05,45000.0,EUR
ecbc722f-fcdc-4576-84e5-217855fdeb94,63e1c946-0e64-4596-b85d-22c5ab909e89,2020-11-20,35200.0,EUR
4939b6fd-bf79-4b8d-acfd-81ea2b3885a0,7562e327-1e5e-40e7-b7d0-df70c645c485,2020-12-05,37000.0,EUR
2d9f027f-6095-4265-9b8c-4e1884f58ae4,c27b43c3-1d51-4541-a113-3b5210e00f0e,2020-11-05,65000.0,EUR
7ad59e91-814e-4210-8620-ee1a956d0cf7,d9670859-b182-4597-8bf9-d782910cd743,2020-12-05,56352.0,EUR
a48e7ecf-e955-4479-b0ea-f1a1cdaf2882,aef96b19-f0ba-41e9-8b64-5cf1d69eef51,2020-11-24,76000.0,EUR
6c5e69cd-97e0-4a23-b10e-1ad4b711bbee,9a5011dd-88e4-4cd7-8dd9-53cf6912fee6,2020-11-24,71800.0,EUR
e5855d07-129e-4c24-a533-ee9f342665e8,3530e5b0-e5c9-486c-8a0d-0f4ea9d00bee,2020-11-19,53655.0,EUR
2dc24162-e377-489d-80d8-7b12e5731080,df236819-1655-4cb4-917c-8e5095f5c172,2020-11-26,62000.0,EUR
62f075ed-1a37-4a28-9603-71c619c0f585,3cab6b2c-4aeb-42f6-be20-1e63bd6ddcfa,2020-12-03,60000.0,EUR
56d9a6be-b5f5-4d12-b9c5-491ce0399aaf,0f67bc5a-e10a-4702-8fca-b8ffee78e148,2020-11-24,123500.0,EUR
d376c256-dd0f-4e02-aa73-a28d9fd02b31,af538215-e503-45af-acbc-beb9a00b024d,2020-11-25,64000.0,EUR
7a58644d-c27d-40b8-9138-053f005fff3c,d2de9b39-1240-46e1-8587-b7a4936cdb29,2020-11-02,134000.0,EUR
2b4eb8cb-cfd6-4100-9a2d-ceba134f36b0,5d585d0a-a3db-409c-96b5-1d5c05892f07,2020-12-05,49524.0,EUR
13abefb1-2f81-45a4-a712-1a65ee3150a4,1cf142ab-011b-4740-b3c5-e8e37d587462,2020-11-24,50500.0,EUR
9bf1459f-4fea-40fb-9277-3dd21a7753bd,379eff07-8618-4a17-be7e-eb7c8be91d0c,2020-11-24,61600.0,EUR
eac782d3-0297-4aa7-a8b5-1625870d4f85,8d66b0e3-845b-437b-8cea-4a4cd578dff2,2020-11-25,125000.0,EUR
3e7e93f2-2c53-49f4-a6b6-6068623cb0db,b15fb739-b595-42a1-8576-c2e96ae0f87e,2020-12-04,65000.0,EUR
9b7c976e-dd93-4c80-923c-0388ef3e7363,e06eb6b9-a938-4f33-9243-4faaf483067a,2020-11-20,39100.0,EUR
8f0bb727-056a-4335-b73e-c9a8d33ceb94,c3f892a2-7f06-407a-b0f5-51e49e3ab237,2020-09-10,63200.0,EUR
3c7152a8-f51b-4e9b-ab11-9f36b41e4f6d,08cf44d6-bac0-496e-9ac5-f7f19f3b514a,2020-11-24,54800.0,EUR
07c13d4b-aa21-49a8-aa6a-b459f8cc0a92,cf039ce0-28ae-4d66-9cda-f5ecd8341984,2020-12-05,42277.0,EUR
5871054d-7375-4f5d-8c75-90dee6d239fe,6d88c36e-e964-4da0-b519-807ecb451a39,2020-11-24,67000.0,EUR
81b98136-e723-4ced-8f2e-3c616effe65a,29584ebf-ec72-47f6-87cc-8f3b29b2692f,2020-12-05,35000.0,EUR
